     0.000      0.436     -0.304      0.490     -0.507      1.176      0.881     -0.768     -1.264      0.666      0.178     -1.473      0.072     -1.625      0.143      0.358      0.196     -0.356      0.524     -1.746      0.533
     1.000     -1.102     -0.403     -1.051      0.146     -0.493     -0.833     -0.358     -0.076      1.735     -0.174     -1.131     -0.571      0.156      2.840     -1.605      1.452      0.535     -0.225     -1.547      0.483
     0.000      0.750      0.444      0.397     -0.909     -1.748      0.047      0.449      0.629      0.147     -0.577      0.264     -0.085      0.266     -1.908      0.160     -1.039     -0.544      3.025      0.811     -1.512
     0.000     -1.280     -2.559     -2.528     -2.456     -2.670      0.852      0.073     -2.491     -1.467     -0.771     -0.238     -1.167      0.208     -1.196      1.520      0.680     -1.652     -0.817      0.904     -1.911
     0.000     -1.182      0.367      1.352      0.165      0.584      0.258     -0.592     -0.344      0.445      0.273     -0.088      0.533      1.118     -0.350     -0.758     -0.361     -0.617     -0.743      0.585      0.881
     1.000      3.437      2.253      5.326      4.572      4.606      1.925      1.783      0.985      0.823      1.230     -1.611     -0.143      1.025     -0.094      0.547     -0.972     -0.459      2.447      0.161     -0.827
     1.000      3.484      4.251      2.783      2.264      0.881      1.575      0.151      0.326      1.997      1.284      1.425      0.252     -0.330     -1.303      0.059      1.656     -0.883     -1.595      2.486     -0.059
     1.000     -1.961     -2.406      0.557     -2.163     -3.148     -0.329     -2.070     -1.289      1.602     -0.519     -1.009     -1.907     -0.465     -0.574     -0.053      0.096     -1.443     -0.082     -0.152      0.206
     0.000     -2.996     -1.528     -1.240     -1.576     -1.612     -0.163      0.131     -2.297     -1.353     -0.087     -1.528     -0.353     -0.687     -2.203     -0.626      0.855      0.402     -1.578      0.232     -0.363
     1.000     -1.502     -0.973     -1.015     -0.099      1.324      0.606     -0.189      1.873     -0.612     -1.444     -0.056      0.491      0.314      0.455     -2.518     -1.377      0.947      0.530      0.391      1.429
     0.000      0.921      0.838      0.964      0.487      0.987      2.997     -0.950     -0.243      0.846     -1.052     -1.623     -0.438     -1.792      0.304      0.380      0.876      1.150     -1.100     -0.442     -1.664
     0.000      1.830      2.420      3.660      4.055      1.421      2.536      0.955      1.471      1.000     -1.022      0.289      0.094      2.119      0.705     -0.498     -0.974      0.538     -2.026      0.332      0.090
     1.000      0.483     -1.655     -1.027      0.804     -0.961     -1.124     -1.494     -0.083      0.175      1.339     -1.875     -0.767      1.314     -0.290     -0.091      0.700      0.998      0.653      1.012      0.478
     0.000     -2.264     -1.478     -1.772      0.328      0.441     -0.031     -1.022      1.134     -0.896      0.368     -0.175     -0.889     -2.234      0.475     -2.064      1.135      1.347     -0.605     -1.884      0.058
     1.000     -1.023     -0.749     -0.228     -1.158      1.042     -1.875     -0.177      1.483      0.899     -0.989      1.347     -0.585      1.190      0.360     -2.281     -0.123      1.615      0.753      0.487      0.266
     1.000     -1.671     -1.562     -1.793     -1.098      0.295      0.187      0.259     -1.504      1.378     -2.065      1.463     -0.001      1.344     -0.445     -1.820      0.435     -0.266     -0.537     -1.431     -0.342
     1.000      0.645      0.071     -0.435      1.116     -0.194      0.073      0.317      1.102      1.057     -1.004     -0.963      2.288      1.442     -0.597      1.275     -0.515     -2.672     -0.713     -0.744      0.404
     1.000      1.486     -0.576      0.380     -1.543     -1.954     -0.662     -0.126      0.041     -1.271     -0.478     -0.221     -0.439     -2.048      0.820      0.429      0.670     -0.423     -0.582      1.098      0.325
     0.000     -1.221     -0.824      0.361     -0.418     -0.211      1.230      0.396     -1.295     -0.131     -2.470      0.565     -0.405     -2.584      0.057     -0.364     -0.686      0.162      0.795     -1.204      0.065
     1.000      1.926      1.665      0.482      0.067      1.407      1.384      1.139     -0.194     -0.178     -0.346      0.372     -0.894     -1.068      1.519      0.185      0.159      1.112     -0.328     -0.213      0.524
     0.000      0.371      0.557      0.934     -1.307     -0.256      0.047      0.144      0.617     -1.318      1.210      0.368      0.968     -0.473     -1.589     -0.624     -0.725      0.212      0.652     -0.132      1.007
     1.000     -0.602      0.569      0.762     -0.010     -0.576     -1.056      1.788      0.046     -0.332     -0.077     -0.162      0.776     -1.171     -0.246      1.053      1.154      0.405      0.827     -2.331      0.218
     1.000      1.764      1.721      1.321      1.526      2.559      0.928      0.655      0.562     -0.062      0.354      0.423      0.664      2.833      0.372      2.342     -0.434     -0.417      0.493      0.366     -0.067
     1.000      0.566      0.712      1.241      0.592     -1.038      0.675      1.175      0.348     -0.426      0.225     -0.532     -0.883     -0.193     -1.738     -0.914     -0.537     -0.084      0.440      0.152      0.436
     0.000     -0.177     -0.325     -3.010     -2.897     -2.532     -1.400     -0.618     -0.656     -0.374      0.187      1.003      0.432     -0.239     -0.334      0.103      0.618     -0.010     -0.909      1.037     -0.065
     1.000     -0.173      0.352     -1.063      1.121     -0.303      0.390      1.558     -0.530     -2.212      0.483      0.555     -0.061      0.507     -0.222      0.067     -0.403     -0.654     -0.754      0.278     -0.869
     1.000     -0.414      0.154     -0.464      1.818     -1.053     -0.451      0.938      1.028     -0.799     -1.365      0.870      0.584      0.015     -0.036     -0.486     -0.441      0.575      1.598     -0.488     -0.254
     0.000      0.244     -1.923     -0.750     -0.855     -0.563     -0.315     -0.669     -0.647     -0.098      1.621     -0.770     -0.862      0.815      0.177     -1.099      1.353      0.105     -0.156     -2.113     -0.463
     0.000     -1.728     -0.197      1.322     -1.107      2.283      1.737     -0.632     -1.128      0.508     -0.845     -0.184      0.468     -0.151     -1.074      0.615     -0.432     -0.511     -0.518     -0.304     -0.054
     0.000     -0.465     -0.745     -0.950      0.597      0.013      1.788      0.113     -2.004      0.402     -0.648      0.116      1.045      0.659      0.490     -0.223     -1.578      0.648     -0.589      0.605      1.520
     1.000      0.480     -1.170     -1.560     -0.236     -2.250      0.803      0.269     -2.008     -1.700      0.372      0.727      0.432     -0.904     -0.492     -0.574      0.604     -0.287     -0.312      0.052     -0.021
     0.000     -2.639     -1.830     -2.993     -1.447     -2.772      0.501      0.601     -2.019     -1.620     -1.991     -0.388     -1.761     -0.016      1.363      0.441      0.071      0.239      0.026      0.462      0.430
     0.000     -0.706      0.040     -0.739     -0.852      0.357      0.416      1.737     -0.186     -0.793     -2.101      0.305     -1.245      0.034      0.734      0.793     -1.921      1.377     -0.167      0.874     -0.167
     1.000     -0.959      0.830     -0.829     -0.782      0.131      0.027     -1.585      2.662     -0.888     -0.173     -0.369     -0.357     -1.294      1.154     -0.066     -0.082     -0.189      0.267      1.143      0.327
     1.000     -0.610     -0.223     -0.534      0.170     -0.119      0.360     -1.253      0.247      0.198      0.228      0.788     -0.118     -0.850     -0.370     -0.985     -1.327      0.623      0.121     -1.162      1.340
     1.000      0.358      2.277      1.498     -0.752      0.964      0.498     -1.157      0.516      0.889      1.489      0.340     -1.321      1.101     -1.546      1.398     -1.042      1.121      1.736      0.038      0.364
     0.000     -0.611     -3.259     -2.061     -0.833      0.311      1.090     -2.056      0.090     -0.222     -1.327     -0.754      0.262     -0.208     -1.183     -1.681      0.256     -0.753      0.195     -1.581     -0.108
     0.000     -0.884     -1.368     -0.875     -1.731     -1.612     -0.370      0.806     -0.288     -0.224     -0.262      0.470     -0.947     -0.433     -1.535      0.706      0.217      0.147      0.658      0.220      1.120
     0.000     -1.154      0.636     -2.043     -1.582     -1.988     -1.476     -0.969     -0.755      0.757      0.383     -0.263     -0.509     -0.810     -0.394     -0.253     -0.723      0.022      0.262      0.131      0.335
     1.000      0.275      1.056     -2.512     -0.160     -1.493     -0.498     -0.130     -0.121      0.449      0.328      1.382     -0.390      0.223      0.133     -1.433     -0.881      1.285     -0.322      1.443      0.891
     0.000      1.981      1.359     -1.450      0.829      2.590      0.747      1.162     -0.824      0.173      0.915      0.208     -1.314      0.650      0.271     -0.028      1.544      0.805      0.252      0.322     -0.703
     1.000      1.762      1.024      0.074      0.366      2.683      0.684      2.071     -1.037     -1.403      0.322      0.549      2.363     -1.903     -1.478      0.172     -1.666      1.314      0.767      1.111      1.541
     1.000      2.519      2.128      1.382      0.347     -0.126      0.192      0.255     -0.714      1.889     -0.269      1.588     -0.494      1.164     -1.327      1.078      1.733      0.397      2.441      0.320      0.506
     1.000      1.283      0.725     -0.338      1.486      1.106      0.083      0.206      1.023      0.730      0.712     -1.185     -1.790     -1.286     -0.207      1.372      0.630      2.266      0.489      1.149     -0.963
     1.000      0.696      0.762      2.996      2.205      1.912      2.123      1.012      0.076      0.379      0.433     -0.167     -0.928     -1.613      1.242      0.188     -1.558     -3.233      1.685     -0.375      0.359
     1.000     -0.260      0.579     -1.808     -0.343     -0.236      0.246     -0.842     -0.333      0.484     -1.153     -1.037      1.657      1.632      0.966     -1.078      1.141      0.261      0.820     -0.046      0.478
     1.000      0.294      1.858      0.452      1.755      0.070     -0.611      0.288     -0.804      1.652      0.875      0.792      0.590      1.083      0.004      0.033      0.725     -0.528      1.055     -0.004      0.260
     1.000      0.001     -0.008      0.604      2.040      1.260      0.546     -1.043     -0.051      0.627      0.804     -0.274     -0.635      0.824     -0.009     -1.197     -0.140     -0.483     -1.288     -0.737      1.373
     1.000      0.585      0.803     -0.523     -0.184     -1.023      1.248     -0.345      0.626      0.360     -0.773     -0.709      0.136     -0.287     -0.020     -1.184     -2.019     -1.064      1.603      0.491      1.764
     1.000     -0.870      1.652      1.302      1.648      1.267     -1.377     -0.683      1.117      2.058      0.965      0.092      0.641     -0.371     -0.981     -0.726      1.261     -0.540      2.516      0.003      0.586
     1.000     -2.726     -3.280     -3.598     -0.831     -0.282     -0.031     -1.815     -0.216      0.471     -1.066     -2.113      0.628      0.063      0.399     -0.132     -1.481      0.816      0.250     -0.230     -0.036
     1.000     -1.638     -0.975     -1.326     -1.111     -2.408      0.820     -0.182      0.315     -1.602     -0.943     -0.030     -0.593      0.652     -0.643      0.267      1.062      0.599      0.958     -0.292      1.857
     0.000     -1.503     -2.590     -0.951      0.536      0.121     -0.682      0.478     -0.538     -0.746      0.411      0.515     -0.102      0.695     -0.873      0.781      1.533     -1.269      0.175     -1.369      1.004
     0.000     -2.676     -2.605     -2.251     -3.571     -1.762     -0.334     -1.797     -2.460      0.623     -1.419      0.870      1.652     -1.584      0.186     -0.725     -0.596     -1.867      1.189     -1.535      2.761
     0.000      1.600      2.895     -0.620      0.466      0.227     -0.597     -0.529      3.128      0.538     -0.583      0.339     -0.344     -1.074     -1.260     -1.068     -0.842      0.237      0.065      0.536      0.459
     1.000      1.461     -0.114      0.222      1.583      2.857     -1.159      0.650      1.726      1.164     -0.204      0.679     -0.128      0.068     -0.855      0.166      1.185     -0.632     -0.581     -0.460      0.891
     1.000     -1.087     -1.121      0.099     -0.429      2.105     -0.626      0.054      0.142     -0.506      0.554     -0.096      0.745      0.202      1.815      0.686     -0.459      0.076     -1.819      0.320     -0.137
     0.000      0.219      2.911      2.906      1.034      2.125      0.263     -0.205      0.903     -0.007      1.776      0.286      1.678     -0.207      1.496      0.006      0.946     -0.563     -0.413      0.303     -1.033
     1.000      1.512      1.426      0.605     -0.358      0.730      0.062      0.115      0.407      1.274      0.290      0.221     -1.917      0.390      1.612      0.530      0.593      0.173      1.779      0.834      1.679
     1.000     -0.319      1.166      0.559     -1.070      0.575      0.979      1.634     -0.202     -1.293     -0.611     -0.152      0.235      0.157      1.834     -0.464      1.717     -0.563     -0.213      0.175      0.119
     0.000     -2.196     -0.192      0.056     -0.203     -0.436     -0.389     -1.033      0.117     -0.026     -0.002      0.063      1.294      0.447     -1.359      0.497     -0.089     -0.415     -0.281     -0.298      0.412
     0.000     -1.473     -2.667      0.023      0.906     -0.640      0.868     -1.875     -0.731      1.065     -0.536     -0.260      0.655     -1.199      0.608      0.442      0.788     -1.653     -1.082      0.205     -2.802
     1.000     -0.111      0.195     -0.901      0.983     -0.905     -0.251      0.046     -2.028      0.410      0.210      0.638     -0.543      0.604     -0.613      0.044     -0.944      0.928     -1.245     -1.723      0.345
     0.000     -1.078     -0.592     -1.213     -0.095     -0.316     -2.056     -0.696      1.178      0.911     -1.365      0.669     -0.883     -0.345     -0.550      2.984      0.625      0.340     -1.231     -0.283     -0.767
     1.000      0.879      1.759      1.348      1.617      1.858      0.417     -0.141      1.299      0.423     -0.265     -0.393      0.293      1.323      0.257      0.173      0.724     -0.603      0.214      1.002      0.642
     1.000      0.279     -1.027      0.389      1.174      0.619      0.408      1.277     -0.426     -0.573      0.463      0.845     -0.181      0.149     -0.613      0.657     -1.521     -1.014      0.263      0.009      0.706
     0.000     -2.505     -0.938      0.500     -0.867      0.065      0.700      0.512      0.893     -0.650     -1.527     -0.086     -0.815     -0.826     -1.096     -0.760      0.450     -3.215      0.052     -0.088     -2.032
     0.000     -0.575      1.104     -1.326     -1.962     -1.463     -0.328     -2.590     -0.139     -1.323      1.700      0.547     -1.281     -0.202     -0.295     -1.943     -0.548      0.823      0.542      1.251      1.303
     1.000      1.911      2.139      0.662      3.224      1.279     -0.085      0.719      0.362      2.848     -0.138      0.830     -0.070     -0.382      0.170     -0.785      0.084      0.041     -0.965      1.256      0.152
     0.000      1.624     -0.782      0.862      1.709      2.751     -0.068     -0.177     -1.551      1.262      1.798      0.542     -0.084     -1.272     -0.150     -0.152      0.184     -0.101      1.665      0.724     -2.795
     1.000      2.375      1.826      0.609      0.669      1.229     -0.130     -1.054      0.843      0.287      2.119     -3.023     -1.815     -0.967     -1.332      1.413      0.069     -0.274     -0.564     -0.350     -1.179
     1.000     -1.377     -1.328     -0.434     -2.302     -3.252     -1.083     -0.536      0.055     -0.742      0.330      0.214      0.921      0.924     -1.626      0.498      1.280      0.053      1.365      1.089     -0.592
     0.000     -0.759     -1.823     -2.203      1.229     -2.165     -0.593      0.283     -0.436     -2.463      1.302     -0.938     -1.501     -0.073     -0.752      0.195     -1.251     -0.416      1.529     -0.613     -1.026
     1.000      3.295      0.439      0.055      0.607      0.280      0.759      1.008      0.757     -1.076     -0.290      0.760     -0.381     -1.754      0.603      2.243     -0.197      0.021     -1.100     -0.455      0.342
     0.000      1.540     -0.256     -1.768     -1.921      0.098     -0.850      0.591      0.339     -1.097      0.190     -1.314     -0.686     -0.200     -0.699      0.211      0.000      0.568     -0.444      1.085     -2.176
     0.000     -0.547      0.917      1.259     -2.033      0.546     -1.527      1.262     -0.002      0.669     -1.017     -0.059     -0.481     -0.109     -2.294     -0.992     -0.819      0.603     -0.877      0.360      0.849
     0.000     -2.063     -0.351     -3.044     -0.315     -1.391      0.886     -1.115     -0.778     -1.659     -0.112     -0.128      0.452      2.215     -1.679     -1.560     -0.132      0.743      0.556     -0.050     -0.516
     1.000      1.970      0.632      2.091      2.160      1.494      0.201     -0.736     -1.541      1.755      1.297     -0.585      1.239      0.840      1.343      0.354     -1.975     -0.673      0.309      2.019      1.250
     1.000      1.957      1.127      1.211      0.713      1.302     -0.540      0.987     -0.380     -0.258      0.940      0.585     -0.083      1.321      0.190      0.124      0.359     -0.222      0.796     -0.950     -0.544
     0.000      0.430     -2.754     -3.058     -0.744      0.444      1.068      0.099     -2.698      0.163      0.316     -1.718      0.350     -0.197      0.105      1.657     -1.295      0.658     -0.177      0.427     -1.082
     1.000     -0.928     -0.700     -0.044      0.293      0.540     -1.084      1.730     -0.927     -0.043     -0.320      1.145      0.811     -1.283      0.106      0.326     -0.243      0.070     -2.099      0.324      0.702
     0.000      1.444      3.132      4.738      1.899      3.134      2.596     -0.511      0.669      1.522      0.665     -1.302     -2.246     -0.500      0.895     -0.159     -0.271     -1.575      0.626      0.491      1.930
     0.000     -2.925      1.310     -3.427     -3.248     -1.277      0.211      1.030      0.051     -1.517     -0.171     -0.427      1.816     -0.009      0.978      0.037     -0.002      1.149      0.931      2.651     -0.280
     1.000      0.928      1.498      1.921      1.083      2.056      2.370      0.133     -0.537      0.031     -0.266     -0.521      0.283     -0.079     -0.992     -0.757     -0.874      0.817     -1.077     -0.435     -2.265
     1.000      1.008     -1.268      0.705      1.140      1.344      1.583     -2.326      0.040      1.391      0.984      0.948     -1.015      1.577      1.436      1.913     -1.448      0.526      0.024     -0.672     -0.772
     1.000     -0.408     -0.136      0.178      1.548      0.768      0.646      2.524     -1.331      0.677     -0.688      0.760      0.195     -0.654      1.052     -0.418      1.781      1.797      1.366      0.151      0.194
     0.000     -0.955      1.111      1.662     -1.346      0.227     -0.815      0.119      1.201     -0.521     -0.621      0.573      0.110      1.239      1.178      1.125      0.221     -0.696      0.132      0.531      0.381
     1.000     -0.434      0.100     -1.050      0.419     -0.099      0.083      0.658      0.599      0.300     -0.683      0.236     -0.985     -2.580      0.444     -1.018      0.300      0.139      0.959      0.604     -2.100
     0.000     -1.105      0.162     -1.576      1.460     -0.163      0.427      0.886     -2.054     -1.205      0.991     -2.032     -2.569      0.619      1.716     -0.108     -2.459      0.125      1.052     -2.003      0.045
     1.000     -2.713     -4.778     -0.178     -0.495     -0.575     -1.008     -0.817     -0.277      0.799     -0.200      0.085     -0.946      0.227     -1.634      0.905     -0.426      0.714     -3.339      0.437     -0.721
     0.000      0.302      1.869      0.075      0.513      1.311      1.383     -0.983     -0.118     -0.104      1.339      0.914      1.262     -1.429      0.786      0.077     -0.993     -0.274     -0.509      1.741     -0.561
     0.000     -1.547     -0.545     -0.240     -0.867      0.459     -0.236     -0.166     -0.712     -1.268     -0.540     -0.716      0.752     -0.856     -0.813     -0.810      0.963     -1.177     -0.810      2.414      0.025
     0.000      1.325      0.801      0.057      2.094      4.058      0.333      1.840      0.231     -0.086      0.318      0.784     -0.093      0.960      0.486      0.152     -1.172     -0.097      1.734     -1.411      0.289
     1.000      1.269      3.051      0.901      2.446      1.621      1.259      0.757     -0.255      0.005      0.847     -1.111      1.027     -0.559      0.672     -1.837      0.724     -0.587     -0.076      1.035     -0.427
     0.000     -3.525     -1.003     -0.803     -3.276     -2.708     -1.152     -0.769     -0.164     -0.915     -0.634      0.127     -0.733      0.921      1.110     -0.389      1.949     -0.339      0.497      0.989     -1.001
     0.000     -0.928      0.365     -1.294     -0.882     -1.837     -1.609      0.458      0.420      0.542     -1.076     -0.274     -1.145      1.709     -0.134      0.058     -1.197      0.016      0.304      1.254     -0.795
     0.000      1.288     -1.287      1.035      0.675      0.632      2.037      0.416      0.693      0.001     -2.485     -0.255      1.166     -0.104     -1.956     -0.320      0.362      0.160     -0.730     -0.695      0.184
     1.000     -1.199      0.492     -1.764     -0.203     -1.742      1.282     -1.331     -1.094      0.245     -0.579     -0.660      1.064      0.978      0.417     -2.247     -0.534     -0.334     -1.830     -1.142      0.482
     1.000      0.171      1.492     -1.235      0.520      3.484      0.195      0.170      0.537      0.877     -0.054     -0.624     -1.584     -0.560      1.431      0.538     -0.318     -0.335     -1.117      0.756      0.936
     0.000     -0.429      1.061     -0.605     -1.419     -0.903     -0.651     -1.367      0.129     -0.452     -0.553     -0.045     -0.967      1.539      0.041      0.090      0.158      0.547     -0.313      0.554      0.966
     1.000     -1.269     -0.304     -1.023     -0.538     -1.378     -0.019      0.618     -0.321     -0.557     -0.700     -0.157     -0.990     -0.338     -0.347      0.072     -0.592      0.357     -0.237     -0.159      0.451
     0.000     -0.454     -2.251     -0.915     -0.090      0.798      0.942      0.251     -0.036     -0.203     -1.971     -0.048      0.294     -0.224     -0.989      0.103     -1.245     -0.038      0.015     -1.451      0.805
     0.000     -4.200     -2.422     -1.825     -0.842     -1.319     -0.332     -1.376     -0.758      0.457     -0.940      1.122      0.273     -0.906     -1.270     -1.888      0.021     -1.133      2.320     -0.904     -1.357
     1.000      0.725     -0.470      0.089      0.142     -2.621     -1.468      0.777     -0.809      0.142     -0.203      0.279      0.919     -1.571     -0.544      0.063     -0.216      0.224     -1.231      1.660      0.037
     1.000      2.407      2.657      0.343      1.391      0.973      0.254      0.249     -1.315      0.741      1.580     -0.296     -0.511      0.213      0.152     -0.394      0.292     -0.782     -0.076     -2.415     -1.808
     0.000     -0.684      0.165     -1.239     -1.269      0.673      0.244      1.093      1.006     -1.300     -0.729     -1.275     -0.112     -1.160      1.015     -1.098      0.071      0.746     -0.343     -0.725     -0.089
     0.000      0.253     -0.538     -0.376      2.505     -0.368      0.522      0.192     -0.475     -0.474      0.299     -1.363     -0.771     -0.486     -0.611      0.371     -1.363      1.217      0.579     -1.195      1.113
     0.000     -1.204     -1.669     -3.018     -1.912     -2.190     -0.102      0.334     -2.493      0.063     -1.192     -1.590     -2.457      0.793      0.610      0.245     -0.596     -0.381     -0.941      2.693      0.049
     1.000      1.336      0.997      0.481      0.660      1.254      0.331      0.284      1.331     -0.214     -0.398     -2.160      0.805     -1.496      0.206      2.407     -0.161     -0.036     -0.590      0.978      1.307
     0.000      0.390      0.441     -0.195      0.323      1.480      1.145     -1.353      0.467     -0.650      0.114     -0.803      0.691     -0.193      0.577     -0.777     -0.375     -0.836      0.587     -0.025     -0.847
     0.000     -3.697     -2.606     -2.184      1.137     -1.645     -1.659     -1.452     -0.999      0.602     -1.051      0.560      0.088     -1.376      0.323     -0.336     -0.016     -0.507      1.183     -0.348     -0.432
     1.000      0.054      2.137      0.895      1.541      1.539      0.455     -0.127      0.178      0.839     -0.177      2.614     -0.742     -1.210      0.170     -0.100      0.208      1.627     -0.393     -1.625      0.192
     1.000     -0.330     -2.085     -0.831     -1.757      1.286      0.611     -1.142     -1.159      0.258     -0.565     -1.803     -1.382     -0.360      1.690      1.802     -0.685     -0.878     -2.550      0.475      0.515
     0.000     -1.615     -1.499     -2.518     -0.579     -1.929      2.364     -1.458     -0.696     -0.104     -0.586      0.649     -0.890      0.061      0.302      0.392      0.084      0.631     -0.800     -1.401      0.505
     0.000     -0.213     -0.290     -0.604      0.057     -0.950     -0.730      1.436     -1.104     -1.230      0.782      3.304      0.114     -0.283     -0.805     -2.204      0.169     -0.383      0.019     -1.022      1.175
